!!id a e inc node peri ma epoch H 
389 47.9621 0.3485 12.0430 232.0558 20.7092 237.3561 53157.0 7.0
389 47.8196 0.3521 7.1369 108.3693 2.9905 138.7125 53157.0 7.0
390 47.8178 0.1800 11.8848 217.5221 1.1054 249.6825 53157.0 7.0
390 47.8005 0.3212 1.8069 219.9284 267.8851 127.1629 53157.0 7.0
390 47.9108 0.2097 3.1475 280.8776 201.8234 327.0825 53157.0 7.0
390 47.7029 0.2142 6.7057 104.9321 341.1308 324.9970 53157.0 7.0
390 47.9241 0.1724 9.9135 46.1429 342.3026 168.4542 53157.0 7.0
392 47.8912 0.2253 6.9305 269.0116 342.2026 79.2156 53157.0 7.0
393 47.6410 0.2678 8.1988 279.6743 290.6980 266.1228 53157.0 7.0
396 47.8420 0.3699 2.0604 354.0106 328.9351 26.0684 53157.0 7.0
397 47.8419 0.3561 2.0960 126.9185 245.6905 14.8857 53157.0 7.0
399 47.9051 0.3261 8.0613 345.2238 206.4638 91.9423 53157.0 7.0
399 47.6711 0.2320 4.6083 164.3760 186.0598 228.4817 53157.0 7.0
400 47.7184 0.2525 6.1421 99.3137 11.0845 131.3961 53157.0 7.0
400 47.6090 0.2615 2.5919 127.6101 310.6680 169.5935 53157.0 7.0
400 47.8392 0.3501 11.9142 127.6665 181.8190 220.3272 53157.0 7.0
400 47.8597 0.4136 6.3121 176.2078 204.7468 9.4273 53157.0 7.0
407 47.8284 0.2568 6.2803 226.9965 124.2794 204.6068 53157.0 7.0
408 47.7890 0.2184 8.2525 213.4191 349.2029 273.2780 53157.0 7.0
408 47.6929 0.3127 2.2268 235.5913 196.0233 165.8515 53157.0 7.0
409 47.6185 0.2408 1.2976 40.2886 312.6466 12.9163 53157.0 7.0
409 47.9278 0.2520 9.1800 123.7845 23.5863 290.1171 53157.0 7.0
411 47.6516 0.1790 8.4775 350.9460 167.1900 116.9240 53157.0 7.0
411 47.8446 0.2582 3.5585 253.4412 117.3689 188.0562 53157.0 7.0
411 47.7586 0.2226 8.4591 207.1481 137.0225 202.4385 53157.0 7.0
411 47.7810 0.2759 0.6304 195.7615 202.3518 174.9041 53157.0 7.0
413 47.7776 0.2206 12.0884 40.6518 262.0264 208.3053 53157.0 7.0
413 47.9869 0.1789 2.5018 56.2692 273.5155 20.7287 53157.0 7.0
414 47.6640 0.2642 6.5972 304.7434 51.3895 192.1077 53157.0 7.0
414 47.8402 0.3633 8.9133 178.6445 107.7862 39.5334 53157.0 7.0
416 47.7908 0.2928 1.3288 22.3402 291.7428 41.9762 53157.0 7.0
416 47.8733 0.2989 4.2061 290.2768 321.8237 66.4242 53157.0 7.0
416 47.6718 0.2940 5.1962 169.5018 240.2235 11.1553 53157.0 7.0
417 47.6121 0.2753 4.2138 131.9110 309.3684 340.0689 53157.0 7.0
417 47.9757 0.2528 12.5937 353.0443 115.0042 169.1748 53157.0 7.0
418 47.9199 0.2280 3.7683 192.4644 50.6608 80.6369 53157.0 7.0
418 47.6458 0.3792 6.8273 36.2123 58.8349 146.8729 53157.0 7.0
419 47.9679 0.2904 9.6334 314.5891 343.9611 235.6054 53157.0 7.0
419 47.8689 0.2244 14.5510 213.3916 216.5053 340.6668 53157.0 7.0
419 47.7322 0.1903 16.9632 304.7666 224.9331 115.2328 53157.0 7.0
420 47.6627 0.2841 11.2147 21.3266 122.4813 299.1346 53157.0 7.0
422 47.7075 0.3736 3.6936 322.5406 288.0863 56.5736 53157.0 7.0
422 47.8235 0.2971 2.5361 174.9695 59.4150 86.8742 53157.0 7.0
423 47.6580 0.2214 8.0015 124.8574 83.7315 288.4300 53157.0 7.0
423 47.8851 0.2360 13.8208 42.5897 116.7273 122.8679 53157.0 7.0
425 47.8605 0.2282 9.9972 126.2739 172.2221 230.6515 53157.0 7.0
427 47.6941 0.2273 11.4171 263.8333 22.2226 232.1159 53157.0 7.0
427 47.6634 0.2741 9.9700 3.3181 99.9628 140.6953 53157.0 7.0
427 47.6249 0.1584 12.2960 52.2188 275.6414 191.2865 53157.0 7.0
427 47.9244 0.2383 5.1339 278.3724 327.1837 84.4170 53157.0 7.0
427 47.6271 0.1944 12.6100 50.3805 17.5922 202.1007 53157.0 7.0
427 47.6809 0.2199 8.6116 193.4170 185.9605 1.6641 53157.0 7.0
427 47.7665 0.2529 3.6630 148.8852 66.3580 87.9175 53157.0 7.0
427 47.7746 0.2497 6.0090 350.8857 294.9205 233.6186 53157.0 7.0
427 47.8078 0.2711 6.3174 102.0248 253.8105 195.5396 53157.0 7.0
429 47.8881 0.3266 6.2041 48.8809 138.2241 98.6295 53157.0 7.0
431 47.8593 0.3290 2.5623 141.7037 275.4287 183.6542 53157.0 7.0
432 47.8185 0.3636 5.4824 51.0993 30.1557 141.4913 53157.0 7.0
432 47.6220 0.3024 8.0152 332.6181 204.0203 285.2427 53157.0 7.0
433 47.9230 0.2638 11.8169 300.7137 279.6266 282.2697 53157.0 7.0
434 47.7669 0.3345 4.6079 59.6140 2.4191 171.6178 53157.0 7.0
434 47.7101 0.3045 2.6600 111.8222 151.5699 249.1081 53157.0 7.0
434 47.6380 0.3237 6.2841 110.1831 354.4047 324.7861 53157.0 7.0
434 47.8057 0.3446 8.3445 319.1241 78.2578 170.2398 53157.0 7.0
434 47.6106 0.3131 7.3027 89.9052 273.0098 209.6033 53157.0 7.0
437 47.9823 0.3139 3.2010 8.5798 317.3879 211.7226 53157.0 7.0
441 47.9532 0.2726 3.8830 87.0096 115.4211 262.0873 53157.0 7.0
441 47.8132 0.2532 8.9594 260.4202 164.4927 329.6715 53157.0 7.0
443 47.6670 0.2661 13.4426 131.7276 296.9454 345.6011 53157.0 7.0
443 47.9188 0.1531 9.4980 47.3611 198.1206 264.6697 53157.0 7.0
444 47.7581 0.2681 10.7735 10.7350 107.6125 346.0893 53157.0 7.0
444 47.8833 0.2741 9.4275 290.7342 187.4118 300.5969 53157.0 7.0
447 47.7928 0.2986 3.5162 290.8826 108.4226 168.8458 53157.0 7.0
447 47.6390 0.2358 10.5948 157.2512 350.3777 139.9798 53157.0 7.0
447 47.6961 0.3247 10.3492 261.2305 260.7283 112.1333 53157.0 7.0
448 47.7812 0.2676 12.0715 202.7537 23.2543 95.9437 53157.0 7.0
448 47.6507 0.1568 3.3681 286.6083 186.2109 176.2024 53157.0 7.0
448 47.8501 0.3154 9.1754 104.8845 125.6079 87.8548 53157.0 7.0
449 47.7146 0.3197 4.3378 56.2535 196.0825 64.0775 53157.0 7.0
452 47.9136 0.2802 18.0146 124.8244 50.5630 126.1402 53157.0 7.0
452 47.7272 0.2705 7.0110 127.9106 149.5270 246.7759 53157.0 7.0
452 47.9444 0.1881 3.1136 326.9463 241.6137 88.7815 53157.0 7.0
453 47.6611 0.3053 4.8929 37.2717 99.4012 305.5810 53157.0 7.0
453 47.8626 0.2661 5.3167 25.8195 293.4353 218.9251 53157.0 7.0
454 47.9980 0.3387 7.8685 188.1370 73.9460 241.2479 53157.0 7.0
454 47.6481 0.2561 4.4714 357.9494 111.4979 131.8133 53157.0 7.0
454 47.8845 0.2746 5.1507 76.5825 228.7237 52.5190 53157.0 7.0
456 47.7416 0.2885 7.4934 16.4317 330.7023 24.4072 53157.0 7.0
457 47.7108 0.3361 7.5769 255.2560 266.8979 119.1856 53157.0 7.0
461 47.6757 0.1945 3.5607 166.5404 326.8710 332.8504 53157.0 7.0
466 47.6856 0.3549 11.8694 149.5138 87.9731 250.7007 53157.0 7.0
468 47.7580 0.2660 6.2728 267.0864 338.2750 253.6982 53157.0 7.0
468 47.7928 0.2679 6.3209 220.0550 111.2060 22.7468 53157.0 7.0
471 47.7538 0.3420 12.2788 1.1440 56.9671 345.7518 53157.0 7.0
474 47.7509 0.2956 2.3819 245.3228 197.2923 147.5995 53157.0 7.0
474 47.8827 0.2471 12.5360 121.1575 111.2131 82.5080 53157.0 7.0
476 47.7865 0.3045 3.9019 55.7206 194.8677 230.8194 53157.0 7.0
476 47.7645 0.1879 9.5778 24.4407 21.1462 348.4752 53157.0 7.0
476 47.8587 0.3004 7.9491 12.3082 88.8824 160.4069 53157.0 7.0
478 47.8320 0.3067 12.3038 282.7146 75.5322 15.1167 53157.0 7.0
479 47.9880 0.2485 10.0181 79.2316 74.5950 135.7689 53157.0 7.0
479 47.7321 0.2195 9.2171 31.0332 296.4345 35.2312 53157.0 7.0
479 47.7900 0.3495 5.6825 1.9877 214.1423 86.6139 53157.0 7.0
484 47.6643 0.2010 7.4108 34.2098 11.6734 190.0841 53157.0 7.0
484 47.7018 0.2250 11.9948 316.9915 8.0454 57.3309 53157.0 7.0
487 47.7616 0.3052 10.3178 89.7378 114.3033 271.2252 53157.0 7.0
487 47.9517 0.2636 15.7295 160.9337 338.3110 137.7457 53157.0 7.0
487 47.9189 0.1920 8.1594 11.9652 359.3099 352.2869 53157.0 7.0
487 47.7842 0.3289 6.8911 153.6574 39.3180 275.4842 53157.0 7.0
487 47.9959 0.3666 11.3220 173.3452 313.4377 129.8340 53157.0 7.0
487 47.9516 0.2281 10.2459 155.6909 67.8197 300.2923 53157.0 7.0
489 47.7900 0.2592 5.9133 156.0502 17.0527 116.9282 53157.0 7.0
489 47.8293 0.2831 3.9774 296.7764 337.9628 238.2395 53157.0 7.0
489 47.6752 0.1751 8.9648 188.3623 143.3606 37.5760 53157.0 7.0
493 47.9538 0.2956 3.9315 64.2089 171.7147 262.5324 53157.0 7.0
493 47.7222 0.3072 5.8297 326.7414 277.1109 77.3753 53157.0 7.0
493 47.7867 0.2976 7.3263 327.3984 318.6179 52.0168 53157.0 7.0
494 47.9639 0.2936 6.9493 221.5555 185.7736 353.3853 53157.0 7.0
495 47.8597 0.2056 7.2708 258.9660 343.5249 81.3900 53157.0 7.0
495 47.8951 0.2924 7.7740 254.7898 115.5256 6.5368 53157.0 7.0
496 47.9950 0.3203 4.8478 22.9808 59.4095 149.8277 53157.0 7.0
498 47.6936 0.2203 17.2062 238.3040 47.1486 215.5384 53157.0 7.0
501 47.6562 0.2965 3.2706 188.2767 6.2959 100.0913 53157.0 7.0
503 47.7489 0.2857 5.5974 80.6098 353.0723 335.2070 53157.0 7.0
503 47.7895 0.3407 2.7426 239.4241 38.8656 57.2323 53157.0 7.0
504 47.9230 0.1631 7.5467 119.4824 165.1792 54.3375 53157.0 7.0
504 47.8078 0.3504 10.8143 170.4398 197.3563 7.5413 53157.0 7.0
504 47.6168 0.3247 5.1939 248.9278 65.4619 214.6551 53157.0 7.0
504 47.6188 0.2644 6.1157 292.6394 186.5480 130.2058 53157.0 7.0
505 47.7093 0.2425 2.5214 103.2585 321.4981 168.0944 53157.0 7.0
506 47.6460 0.3402 10.0414 142.4916 196.1826 200.7837 53157.0 7.0
507 47.7135 0.2881 8.9067 55.9767 282.0771 22.6380 53157.0 7.0
507 47.8399 0.1713 4.4695 117.1370 268.6249 210.0616 53157.0 7.0
507 47.9367 0.2871 5.0332 334.3137 112.1338 156.4674 53157.0 7.0
508 47.7010 0.3088 15.5953 317.7565 90.8538 178.8761 53157.0 7.0
513 47.8404 0.3321 7.6984 65.8716 36.0469 320.5929 53157.0 7.0
513 47.8469 0.2617 10.5978 270.9867 183.3953 129.0297 53157.0 7.0
513 47.7026 0.2920 8.8747 91.1495 357.0018 170.4826 53157.0 7.0
513 47.9774 0.2299 2.3470 115.9465 241.1080 35.5238 53157.0 7.0
513 47.7468 0.2072 3.6598 260.2321 301.5200 99.4728 53157.0 7.0
513 47.8616 0.2584 6.0039 44.4354 281.8517 197.4296 53157.0 7.0
513 47.6255 0.2824 13.2714 81.6814 30.6892 125.6205 53157.0 7.0
514 47.8220 0.3041 6.6223 282.1039 290.4803 265.5142 53157.0 7.0
517 47.7821 0.1498 9.0860 207.2087 26.5445 289.2248 53157.0 7.0
517 47.9481 0.3655 4.3721 232.1656 189.4072 344.4149 53157.0 7.0
517 47.7746 0.2861 4.9165 20.5418 236.0217 57.3334 53157.0 7.0
517 47.7154 0.3303 9.1301 243.6663 340.9066 259.8301 53157.0 7.0
518 47.6307 0.2786 6.2146 132.0261 148.8982 57.6372 53157.0 7.0
518 47.9359 0.3504 8.6207 355.8519 279.5240 232.2738 53157.0 7.0
519 47.7740 0.1378 9.1960 31.8113 101.7649 146.3219 53157.0 7.0
519 47.9598 0.1840 6.1401 348.8744 27.0091 219.1775 53157.0 7.0
519 47.8345 0.2214 7.5458 103.9717 77.5842 284.8611 53157.0 7.0
519 47.8200 0.3002 5.9884 171.5575 214.3024 164.1693 53157.0 7.0
519 47.6364 0.2448 17.4714 100.2163 345.1649 342.9820 53157.0 7.0
521 47.8496 0.2550 12.0209 345.7783 19.4559 14.0860 53157.0 7.0
521 47.7439 0.3218 9.0983 97.3812 52.3216 299.9007 53157.0 7.0
521 47.7601 0.2706 10.3184 45.9897 352.8530 176.6007 53157.0 7.0
521 47.6129 0.3633 11.3146 77.2438 189.1665 239.2793 53157.0 7.0
523 47.9550 0.2858 7.1023 21.3476 158.4308 282.8195 53157.0 7.0
528 47.6487 0.2690 10.8876 305.6159 258.0856 278.9911 53157.0 7.0
531 47.9787 0.2263 7.6732 86.0929 308.5614 9.4282 53157.0 7.0
533 47.6888 0.1728 9.9880 11.6952 12.3887 209.6005 53157.0 7.0
536 47.7624 0.2570 5.3924 335.3936 221.3983 120.2391 53157.0 7.0
539 47.6581 0.3839 6.4588 143.6444 17.1109 117.1406 53157.0 7.0
540 47.8383 0.2038 10.6832 254.2806 359.9565 78.8280 53157.0 7.0
540 47.7509 0.2939 12.1668 284.8216 316.8344 76.6987 53157.0 7.0
540 47.6089 0.2455 7.6616 239.2017 334.4492 257.9506 53157.0 7.0
541 47.9454 0.2832 3.5355 25.8382 318.6217 28.8697 53157.0 7.0
541 47.9911 0.2306 5.3782 151.7783 166.9269 43.8468 53157.0 7.0
543 47.8585 0.3379 4.7595 348.7162 335.0547 217.4256 53157.0 7.0
544 47.9209 0.2901 1.8003 223.0533 333.7493 295.3928 53157.0 7.0
544 47.6031 0.2120 6.5540 193.2774 64.0697 69.2784 53157.0 7.0
544 47.6026 0.3009 2.4074 201.1149 52.1415 247.7157 53157.0 7.0
544 47.6408 0.2879 3.4616 89.6018 20.7338 139.1300 53157.0 7.0
544 47.7104 0.2847 8.2032 155.1744 114.5668 59.2987 53157.0 7.0
544 47.9611 0.3386 9.1959 106.4141 33.5729 121.3880 53157.0 7.0
545 47.6630 0.3647 6.5270 102.9213 104.0853 264.2694 53157.0 7.0
545 47.6875 0.2695 7.4069 47.4310 226.1764 51.8229 53157.0 7.0
546 47.8007 0.3100 4.3873 305.6802 214.7779 113.8030 53157.0 7.0
546 47.7822 0.2680 5.4508 265.6880 150.6683 339.0541 53157.0 7.0
546 47.9685 0.1473 7.0151 111.0372 77.2880 113.6865 53157.0 7.0
546 47.6336 0.2554 5.5971 99.1693 180.6870 59.1968 53157.0 7.0
549 47.7381 0.2622 13.0148 33.1025 44.5012 337.6331 53157.0 7.0
551 47.7300 0.3750 6.4482 150.5153 319.3071 137.1981 53157.0 7.0
551 47.8344 0.2110 3.7063 348.8526 6.4702 225.6597 53157.0 7.0
551 47.8620 0.2948 4.7857 125.6036 314.6508 146.5905 53157.0 7.0
555 47.8930 0.2501 5.6162 354.1809 113.2273 125.9608 53157.0 7.0
555 47.6907 0.3118 4.0375 3.3767 358.0276 21.9541 53157.0 7.0
555 47.6547 0.2654 7.3697 188.9033 202.1072 184.8267 53157.0 7.0
558 47.7808 0.2705 1.3156 148.3619 131.0597 236.0011 53157.0 7.0
558 47.7964 0.1137 7.9181 212.7471 176.7659 176.9846 53157.0 7.0
558 47.8985 0.2325 14.9848 123.6292 335.3910 343.5151 53157.0 7.0
559 47.9046 0.2336 7.0773 134.0807 103.4882 62.8821 53157.0 7.0
561 47.8380 0.2778 7.5723 298.7127 295.7846 258.5129 53157.0 7.0
561 47.9926 0.3022 3.0098 359.7462 74.5960 335.6765 53157.0 7.0
562 47.9740 0.3364 0.9462 30.6287 12.6541 174.2657 53157.0 7.0
562 47.6447 0.2191 6.2031 14.5673 328.8906 24.5761 53157.0 7.0
563 47.9489 0.2146 8.7641 322.0672 242.6710 274.4043 53157.0 7.0
563 47.6278 0.3314 8.2543 172.5312 199.3473 355.9783 53157.0 7.0
565 47.7684 0.3474 5.5551 204.4759 282.0060 150.2383 53157.0 7.0
567 47.6503 0.3051 1.7944 49.4045 50.1038 156.8829 53157.0 7.0
567 47.6696 0.4060 3.6020 146.4740 202.2777 15.7837 53157.0 7.0
570 47.9296 0.2799 9.3142 180.8507 215.9352 347.8697 53157.0 7.0
570 47.7045 0.2222 8.4183 114.5893 235.6388 36.2687 53157.0 7.0
573 47.7188 0.2961 6.8637 266.8087 188.8549 324.8293 53157.0 7.0
573 47.9048 0.2684 5.1719 204.0563 256.5629 329.3450 53157.0 7.0
573 47.8946 0.2567 3.0970 324.1434 187.5363 131.3780 53157.0 7.0
573 47.9124 0.2748 7.1301 105.8333 176.7587 233.3318 53157.0 7.0
574 47.8933 0.3659 13.4124 54.9680 201.9255 241.4038 53157.0 7.0
576 47.6796 0.3476 2.8598 140.8424 192.9465 22.1622 53157.0 7.0
576 47.6573 0.2680 1.9766 126.6396 207.6413 24.9588 53157.0 7.0
576 47.7019 0.2280 4.3052 95.8858 185.5721 231.4626 53157.0 7.0
579 47.8068 0.2371 1.3575 116.8536 303.6414 167.6783 53157.0 7.0
579 47.6548 0.3072 7.8729 104.0810 244.3762 192.7885 53157.0 7.0
580 47.9529 0.2707 6.6244 250.0707 38.8658 38.3563 53157.0 7.0
580 47.8340 0.1283 1.5294 72.0270 245.0132 223.4887 53157.0 7.0
583 47.9255 0.3271 0.8889 26.3120 334.8537 191.9237 53157.0 7.0
584 47.9174 0.2625 7.0986 336.9776 88.9308 332.9259 53157.0 7.0
585 47.7032 0.2360 4.3318 35.6292 322.1860 200.1642 53157.0 7.0
586 47.6453 0.1559 4.4031 47.3728 238.4768 227.0503 53157.0 7.0
586 47.8663 0.3478 3.5898 311.0219 335.9373 233.4604 53157.0 7.0
587 47.8730 0.2028 10.8741 25.8271 240.9570 92.1813 53157.0 7.0
591 47.9089 0.2964 10.7382 245.0240 326.9570 102.1348 53157.0 7.0
592 47.7153 0.1779 5.0164 161.1821 232.3821 182.2472 53157.0 7.0
593 47.9870 0.2650 10.7489 253.0804 197.6544 151.9729 53157.0 7.0
594 47.9615 0.2763 4.4380 22.0748 186.9212 283.1212 53157.0 7.0
595 47.8278 0.2744 10.1019 5.8715 6.2186 17.3863 53157.0 7.0
597 47.7754 0.2991 7.5600 347.1028 315.5155 43.0353 53157.0 7.0
598 47.6649 0.2466 9.7448 101.3904 135.7767 247.4236 53157.0 7.0
600 47.9550 0.2975 2.4139 67.9381 133.9742 256.8443 53157.0 7.0
602 47.7242 0.3620 7.5135 55.1975 341.8796 190.5853 53157.0 7.0
603 47.7505 0.3176 9.2265 125.0340 157.9288 50.9686 53157.0 7.0
603 47.6115 0.1929 4.3753 8.2407 267.0164 272.6817 53157.0 7.0
604 47.8380 0.2569 3.1778 76.8766 99.4909 107.7558 53157.0 7.0
606 47.8825 0.2441 5.3822 185.4050 145.9512 206.5430 53157.0 7.0
606 47.8614 0.2163 2.3612 251.3616 266.4121 103.7317 53157.0 7.0
607 47.9878 0.2478 7.7685 258.5755 253.5277 297.0676 53157.0 7.0
608 47.8201 0.2823 2.5257 283.8502 228.8808 297.6000 53157.0 7.0
608 47.6489 0.4277 10.6079 233.8908 135.5028 10.0210 53157.0 7.0
608 47.6886 0.2409 10.3073 22.9140 263.8827 218.5548 53157.0 7.0
608 47.9693 0.3604 8.3040 124.7654 42.8684 289.1695 53157.0 7.0
612 47.7412 0.3537 5.3559 219.1809 162.2111 2.9113 53157.0 7.0
612 47.7602 0.3397 3.4864 3.1579 301.4479 38.1709 53157.0 7.0
612 47.9709 0.2965 5.4542 42.7884 344.0710 351.6147 53157.0 7.0
612 47.6895 0.2394 6.2607 300.7526 221.9180 114.1943 53157.0 7.0
613 47.6004 0.2804 5.1113 181.1843 172.5581 18.7645 53157.0 7.0
613 47.8628 0.2054 5.7347 256.9823 314.7139 99.2662 53157.0 7.0
616 47.6970 0.3399 14.0492 103.1786 10.0857 125.2873 53157.0 7.0
618 47.9707 0.2983 9.7048 218.1863 118.2706 215.8937 53157.0 7.0
620 47.9531 0.2080 6.4734 55.4973 53.4814 316.3730 53157.0 7.0
620 47.6081 0.2673 4.6989 274.0449 268.0134 295.1875 53157.0 7.0
622 47.8286 0.3231 1.6844 352.2416 102.1895 340.2890 53157.0 7.0
622 47.9696 0.1794 8.8526 147.9171 319.4457 172.0912 53157.0 7.0
622 47.6704 0.1371 7.5201 178.0627 116.6139 40.4097 53157.0 7.0
623 47.6238 0.2578 3.1861 60.8590 91.4391 118.0004 53157.0 7.0
624 47.6743 0.2541 9.2925 87.5484 263.8057 209.1614 53157.0 7.0
625 47.9418 0.2384 6.9563 82.2889 275.3409 212.7001 53157.0 7.0
625 47.9947 0.2777 10.0017 265.1449 44.1122 227.9376 53157.0 7.0
625 47.7868 0.2925 8.0240 55.0714 331.6191 12.4170 53157.0 7.0
627 47.7187 0.2767 12.6061 167.6796 254.0103 339.7923 53157.0 7.0
627 47.6037 0.3432 8.6947 67.6369 187.2086 71.9776 53157.0 7.0
630 47.9468 0.2196 8.1520 321.3038 354.2293 227.1263 53157.0 7.0
631 47.8074 0.2665 7.1936 101.4248 325.5498 345.0404 53157.0 7.0
631 47.6922 0.2189 7.4440 19.5705 329.1169 20.2962 53157.0 7.0
633 47.6437 0.3069 7.2131 191.4920 4.7566 277.5518 53157.0 7.0
635 47.8108 0.2879 3.5548 164.5786 236.8166 350.6817 53157.0 7.0
635 47.8412 0.3539 11.2830 167.2562 323.6535 125.0849 53157.0 7.0
638 47.9257 0.2309 11.5032 174.4442 223.4068 17.2099 53157.0 7.0
638 47.9123 0.3170 6.3824 2.2921 211.6908 96.5972 53157.0 7.0
638 47.7073 0.2318 6.2951 352.0255 108.7165 343.6514 53157.0 7.0
639 47.6667 0.2770 3.8476 311.1431 62.4699 190.7928 53157.0 7.0
641 47.8963 0.1927 11.0291 84.8691 180.3772 261.6397 53157.0 7.0
642 47.7479 0.2991 3.4372 186.4804 182.7107 11.5731 53157.0 7.0
649 47.7425 0.3220 2.3039 337.4381 211.7673 279.2045 53157.0 7.0
649 47.6146 0.2827 11.7326 192.3310 23.3073 83.2841 53157.0 7.0
650 47.9454 0.4357 12.6109 296.0293 335.7231 233.5863 53157.0 7.0
654 47.7219 0.2462 10.0414 190.9929 359.8614 106.6115 53157.0 7.0
654 47.8229 0.1597 16.2735 154.5407 228.5501 204.6219 53157.0 7.0
654 47.6915 0.3441 9.0963 148.8072 29.2355 288.9625 53157.0 7.0
654 47.8809 0.3283 10.9764 269.3946 166.3274 332.7644 53157.0 7.0
655 47.8646 0.3076 7.6558 233.5240 8.0555 71.8998 53157.0 7.0
660 47.8283 0.3032 6.3917 35.4974 246.5014 230.5052 53157.0 7.0
662 47.9417 0.2807 3.2389 160.8963 139.6923 57.8494 53157.0 7.0
662 47.8446 0.2328 12.2231 133.8546 215.2061 193.8516 53157.0 7.0
665 47.8489 0.3049 4.4352 193.7218 169.5611 205.4021 53157.0 7.0
666 47.9570 0.2662 9.6142 221.0725 45.7926 64.5727 53157.0 7.0
667 47.6030 0.3268 7.2274 171.5166 20.3830 270.3390 53157.0 7.0
667 47.9113 0.3210 7.3898 206.3098 76.3561 51.2836 53157.0 7.0
667 47.6243 0.2712 10.7052 354.4459 116.0574 327.9369 53157.0 7.0
667 47.6436 0.3156 8.1249 66.7928 330.6203 357.1745 53157.0 7.0
667 47.7224 0.3452 5.0184 248.3245 12.4404 53.6761 53157.0 7.0
669 47.8210 0.3201 5.7984 266.6611 254.4646 291.7655 53157.0 7.0
670 47.7256 0.3731 2.5587 219.3750 156.8818 359.5276 53157.0 7.0
670 47.8330 0.2277 9.2937 315.4960 224.3395 130.6877 53157.0 7.0
671 47.9674 0.2856 12.1107 151.1686 38.8711 92.8595 53157.0 7.0
672 47.6488 0.2838 6.0750 343.4281 153.7300 294.5055 53157.0 7.0
672 47.9968 0.3227 6.6945 2.1565 82.4969 152.5234 53157.0 7.0
672 47.8346 0.4068 3.8672 53.8322 314.4719 19.6839 53157.0 7.0
673 47.6599 0.2677 0.5176 350.1553 119.5643 147.4071 53157.0 7.0
674 47.7798 0.2366 5.7846 103.0688 201.6213 50.9446 53157.0 7.0
674 47.8957 0.3032 13.3876 189.4597 181.6577 182.1313 53157.0 7.0
677 47.6979 0.2879 6.5653 279.3569 358.8915 71.7048 53157.0 7.0
677 47.8000 0.3169 2.5682 293.7528 337.9274 231.3762 53157.0 7.0
677 47.8975 0.2739 7.8976 264.6613 8.4107 66.7835 53157.0 7.0
677 47.9573 0.2740 10.1220 350.9337 294.2349 244.2365 53157.0 7.0
679 47.9819 0.2895 6.2895 158.6011 124.4660 218.8341 53157.0 7.0
679 47.6373 0.1975 14.8599 53.4189 330.9380 13.6665 53157.0 7.0
684 47.7719 0.2333 5.3296 172.1168 303.5122 135.0792 53157.0 7.0
685 47.9288 0.2250 8.1858 319.8395 120.3573 347.8792 53157.0 7.0
685 47.6450 0.3361 7.6459 60.3970 69.8256 308.5027 53157.0 7.0
685 47.9649 0.3373 9.2963 123.6455 93.3498 81.8094 53157.0 7.0
685 47.9860 0.2197 8.7952 140.9692 157.1411 228.4897 53157.0 7.0
685 47.6039 0.3116 5.0777 126.7048 340.0334 136.8384 53157.0 7.0
685 47.7325 0.3252 7.8910 55.3736 192.8706 240.7994 53157.0 7.0
687 47.6110 0.2596 1.8749 28.7577 238.8943 253.4792 53157.0 7.0
687 47.9489 0.3246 10.5937 299.5757 146.9572 328.9464 53157.0 7.0
687 47.7192 0.2714 11.1082 181.4186 355.0613 289.1711 53157.0 7.0
689 47.8061 0.3443 14.0030 50.4023 315.7738 187.1332 53157.0 7.0
697 47.8455 0.3319 5.9729 30.3381 68.9267 331.8072 53157.0 7.0
699 47.9191 0.2299 6.6151 11.1878 171.5946 101.1588 53157.0 7.0
700 47.9702 0.3300 5.6940 304.9817 27.8241 47.2040 53157.0 7.0
700 47.7926 0.2095 6.7802 38.3342 247.7343 251.7529 53157.0 7.0
700 47.8264 0.2595 9.4721 138.8800 179.2697 41.0632 53157.0 7.0
702 47.8048 0.2781 2.6210 168.3717 178.7970 24.5344 53157.0 7.0
704 47.7031 0.2949 3.6901 239.8483 337.8225 89.2871 53157.0 7.0
704 47.6237 0.3767 4.9607 333.8484 40.8331 2.3109 53157.0 7.0
705 47.6135 0.1764 8.7906 121.4216 350.6246 322.0113 53157.0 7.0
705 47.8056 0.3671 6.0360 87.8211 140.1225 77.0450 53157.0 7.0
706 47.7086 0.3424 11.9763 134.1783 163.7782 48.5154 53157.0 7.0
706 47.8273 0.2515 12.4797 133.7425 49.4577 122.5835 53157.0 7.0
706 47.7911 0.2823 6.9023 55.4042 135.1324 279.7252 53157.0 7.0
710 47.9947 0.3814 10.4404 118.2632 275.4994 179.2735 53157.0 7.0
711 47.7908 0.2414 7.1083 285.9000 152.6362 142.7573 53157.0 7.0
712 47.6923 0.3071 12.4669 249.8075 72.9480 41.9821 53157.0 7.0
714 47.8004 0.2476 14.7808 121.0306 4.4255 158.4458 53157.0 7.0
717 47.7843 0.2808 12.1369 331.3786 355.6503 44.1738 53157.0 7.0
717 47.6028 0.2160 9.7468 186.9162 202.5537 179.9292 53157.0 7.0
717 47.7259 0.3966 6.9125 113.0547 210.7038 207.5499 53157.0 7.0
717 47.7683 0.0995 4.6336 183.2136 177.2074 40.0422 53157.0 7.0
718 47.9200 0.2013 3.0423 179.3436 189.9819 209.3519 53157.0 7.0
718 47.9866 0.2959 5.4715 310.8948 171.5996 132.4315 53157.0 7.0
